qc_id,timestamp,batch_id,sku,parameter,value,pass_fail,notes,value 
QC_503793,2025-05-26 05:08:21,BATCH_13264,Wholegrain Brown,package_seal_strength,90.03,pass,,90.03
QC_514647,2025-06-15 15:19:07,BATCH_16882,Family Loaf,slice_uniformity_mm,7.03,fail,Internal temperature deviation,7.03
QC_514021,2025-06-21 12:24:29,BATCH_16673,Wholegrain Brown,moisture_percent,35.17,pass,,35.17
QC_504327,2025-06-29 20:08:42,BATCH_13442,Whole Wheat,slice_uniformity_mm,8.18,fail,Color inconsistency,8.18
QC_516778,2025-02-13 21:38:12,BATCH_17592,Wholegrain Brown,moisture_percent,36.04,pass,,36.04
QC_508302,2025-01-14 23:12:31,BATCH_14767,Family Loaf,crust_color_level,2.63,pass,,2.63
QC_517643,2025-02-03 01:56:54,BATCH_17881,Wholegrain Brown,texture_score,1.25,pass,,1.25
QC_515613,2025-01-09 11:13:56,BATCH_17204,Soft White,internal_temp_c,96.87,pass,,96.87
QC_507686,2025-06-24 06:13:44,BATCH_14562,High Energy Brown,moisture_percent,39.42,fail,Internal temperature deviation,39.42
QC_505731,2025-02-12 22:59:44,BATCH_13910,Seed Loaf,internal_temp_c,98.86,pass,,98.86
QC_502917,2025-04-30 19:59:24,BATCH_12972,Seed Loaf,slice_uniformity_mm,0.72,fail,Above tolerance range,0.72
QC_505586,2025-05-16 15:44:17,BATCH_13862,Whole Wheat,internal_temp_c,95.45,pass,,95.45
QC_516710,2025-06-15 05:03:18,BATCH_17570,High Energy White,internal_temp_c,96.91,pass,,96.91
QC_506326,2025-02-12 22:39:48,BATCH_14108,Family Loaf,moisture_percent,38.16,pass,,38.16
QC_501515,2025-02-27 16:34:05,BATCH_12505,Family Loaf,moisture_percent,38.71,pass,,38.71
QC_517618,2025-04-27 23:20:34,BATCH_17872,Seed Loaf,texture_score,7.96,pass,,7.96
QC_511278,2025-06-18 05:14:16,BATCH_15759,Family Loaf,texture_score,6.4,pass,,6.4
QC_502371,2025-03-21 15:28:09,BATCH_12790,Family Loaf,texture_score,6.03,pass,,6.03
QC_503432,2025-05-24 00:27:10,BATCH_13144,High Energy White,internal_temp_c,93.73,pass,,93.73
QC_502263,2025-04-15 19:50:14,BATCH_12754,Whole Wheat,moisture_percent,32.65,pass,,32.65
QC_504479,2025-01-23 12:47:10,BATCH_13493,Soft White,slice_uniformity_mm,2.11,pass,,2.11
QC_504239,2025-03-19 23:28:40,BATCH_13413,High Energy White,moisture_percent,35.49,pass,,35.49
QC_516738,2025-05-13 19:05:11,BATCH_17579,High Energy White,texture_score,-0.76,fail,Below expected tolerance,-0.76
QC_501390,2025-05-23 17:32:22,BATCH_12463,High Energy Brown,weight_grams,679.06,fail,Internal temperature deviation,679.06
QC_500893,2025-04-13 06:53:10,BATCH_12297,Seed Loaf,package_seal_strength,85.41,pass,,85.41
QC_501490,2025-07-04 18:15:17,BATCH_12496,Family Loaf,texture_score,-0.65,fail,Seal issue detected,-0.65
QC_516079,2025-07-28 03:54:36,BATCH_17359,Seed Loaf,slice_uniformity_mm,6.72,fail,Below expected tolerance,6.72
QC_510042,2025-07-01 07:17:02,BATCH_15347,Whole Wheat,package_seal_strength,115.65,pass,,115.65
QC_514340,2025-05-29 14:35:24,BATCH_16780,Wholegrain Brown,slice_uniformity_mm,7.82,fail,Seal issue detected,7.82
QC_508516,2025-03-14 17:47:31,BATCH_14838,Seed Loaf,weight_grams,698.56,pass,,698.56
QC_509407,2025-03-03 01:57:00,BATCH_15135,Soft White,package_seal_strength,112.08,pass,,112.08
QC_502933,2025-05-04 11:43:55,BATCH_12977,Wholegrain Brown,weight_grams,700.15,pass,,700.15
QC_516930,2025-02-22 05:45:52,BATCH_17643,Soft White,package_seal_strength,84.31,pass,,84.31
QC_510937,2025-02-15 04:08:28,BATCH_15645,Family Loaf,slice_uniformity_mm,1.6,fail,Above tolerance range,1.6
QC_517380,2025-07-29 23:11:20,BATCH_17793,Family Loaf,texture_score,-0.94,fail,Seal issue detected,-0.94
QC_501129,2025-02-12 17:55:05,BATCH_12376,Seed Loaf,texture_score,-0.99,fail,Color inconsistency,-0.99
QC_500731,2025-03-31 14:02:21,BATCH_12243,Family Loaf,package_seal_strength,85.62,pass,,85.62
QC_511110,2025-02-25 17:48:49,BATCH_15703,High Energy White,weight_grams,693.61,pass,,693.61
QC_503084,2025-06-18 03:56:56,BATCH_13028,High Energy White,package_seal_strength,114.86,pass,,114.86
QC_507297,2025-04-04 02:24:06,BATCH_14432,Family Loaf,slice_uniformity_mm,0.56,fail,Above tolerance range,0.56
QC_504588,2025-01-05 11:47:56,BATCH_13529,High Energy Brown,texture_score,11.35,fail,Below expected tolerance,11.35
QC_502795,2025-06-09 05:34:09,BATCH_12931,Family Loaf,package_seal_strength,83.74,pass,,83.74
QC_508979,2025-01-08 19:51:36,BATCH_14993,High Energy White,internal_temp_c,97.77,pass,,97.77
QC_507601,2025-01-09 16:19:31,BATCH_14533,Whole Wheat,internal_temp_c,97.69,pass,,97.69
QC_500798,2025-07-07 08:41:31,BATCH_12266,High Energy White,crust_color_level,0.7,fail,Seal issue detected,0.7
QC_506232,2025-02-03 11:27:58,BATCH_14077,Whole Wheat,internal_temp_c,96.72,pass,,96.72
QC_500734,2025-07-15 12:39:57,BATCH_12244,High Energy White,crust_color_level,3.92,pass,,3.92
QC_511609,2025-06-10 08:45:09,BATCH_15869,Family Loaf,package_seal_strength,121.46,fail,Internal temperature deviation,121.46
QC_502244,2025-06-20 17:52:47,BATCH_12748,Soft White,moisture_percent,34.48,pass,,34.48
QC_500178,2025-02-01 07:10:38,BATCH_12059,Seed Loaf,texture_score,1.16,pass,,1.16
QC_501174,2025-06-24 00:04:48,BATCH_12391,Whole Wheat,texture_score,6.76,pass,,6.76
QC_515878,2025-05-29 17:06:16,BATCH_17292,Wholegrain Brown,texture_score,3.42,pass,,3.42
QC_510023,2025-01-26 03:45:13,BATCH_15341,High Energy Brown,crust_color_level,0.9,fail,Seal issue detected,0.9
QC_509830,2025-06-22 15:46:05,BATCH_15276,High Energy Brown,weight_grams,677.83,fail,Internal temperature deviation,677.83
QC_500790,2025-05-11 12:06:52,BATCH_12263,Seed Loaf,slice_uniformity_mm,7.62,fail,Color inconsistency,7.62
QC_516101,2025-02-24 20:17:17,BATCH_17367,Wholegrain Brown,texture_score,3.56,pass,,3.56
QC_515449,2025-02-14 23:36:53,BATCH_17149,High Energy Brown,crust_color_level,1.67,pass,,1.67
QC_516238,2025-02-28 09:11:56,BATCH_17412,Family Loaf,moisture_percent,37.2,pass,,37.2
QC_500198,2025-07-30 16:18:08,BATCH_12066,Family Loaf,package_seal_strength,110.62,pass,,110.62
QC_513681,2025-05-23 22:58:59,BATCH_16560,High Energy Brown,slice_uniformity_mm,4.17,pass,,4.17
QC_507675,2025-02-15 03:26:19,BATCH_14558,Wholegrain Brown,texture_score,-1.31,fail,Above tolerance range,-1.31
QC_500548,2025-01-25 20:53:35,BATCH_12182,Soft White,weight_grams,715.63,pass,,715.63
QC_503339,2025-04-15 05:17:24,BATCH_13113,Family Loaf,internal_temp_c,98.96,pass,,98.96
QC_512304,2025-02-24 13:13:19,BATCH_16101,Seed Loaf,package_seal_strength,91.58,pass,,91.58
QC_512268,2025-07-24 01:45:57,BATCH_16089,Seed Loaf,package_seal_strength,103.48,pass,,103.48
QC_507465,2025-05-15 04:36:47,BATCH_14488,High Energy White,package_seal_strength,87.5,pass,,87.5
QC_517397,2025-04-20 01:21:27,BATCH_17799,Family Loaf,moisture_percent,40.17,fail,Internal temperature deviation,40.17
QC_514299,2025-04-28 14:15:11,BATCH_16766,Wholegrain Brown,texture_score,1.65,pass,,1.65
QC_510506,2025-04-09 23:29:55,BATCH_15502,High Energy Brown,package_seal_strength,96.26,pass,,96.26
QC_514793,2025-02-09 08:51:01,BATCH_16931,Whole Wheat,slice_uniformity_mm,7.94,fail,Seal issue detected,7.94
QC_516466,2025-03-18 07:21:03,BATCH_17488,Family Loaf,slice_uniformity_mm,7.32,fail,Above tolerance range,7.32
QC_507533,2025-01-31 19:20:37,BATCH_14511,Seed Loaf,weight_grams,691.2,pass,,691.2
QC_500066,2025-03-12 18:16:30,BATCH_12022,Soft White,package_seal_strength,101.47,pass,,101.47
QC_504712,2025-02-22 12:01:59,BATCH_13570,High Energy White,weight_grams,690.24,pass,,690.24
QC_505214,2025-07-15 01:16:44,BATCH_13738,High Energy Brown,slice_uniformity_mm,7.0,fail,Above tolerance range,7.0
QC_511452,2025-06-30 20:13:18,BATCH_15817,Whole Wheat,package_seal_strength,100.06,pass,,100.06
QC_516061,2025-02-16 16:44:09,BATCH_17353,Soft White,texture_score,10.58,fail,Color inconsistency,10.58
QC_505033,2025-01-09 15:36:59,BATCH_13677,Soft White,internal_temp_c,100.83,fail,Color inconsistency,100.83
QC_513582,2025-04-26 20:13:07,BATCH_16527,High Energy White,moisture_percent,41.45,fail,Below expected tolerance,41.45
QC_502572,2025-06-10 22:20:21,BATCH_12857,High Energy Brown,weight_grams,709.96,pass,,709.96
QC_513683,2025-07-01 21:36:53,BATCH_16561,Soft White,weight_grams,696.46,pass,,696.46
QC_514413,2025-03-27 04:10:55,BATCH_16804,High Energy Brown,slice_uniformity_mm,5.04,pass,,5.04
QC_500622,2025-05-30 23:02:08,BATCH_12207,Soft White,slice_uniformity_mm,0.26,fail,Above tolerance range,0.26
QC_516491,2025-02-09 00:31:24,BATCH_17497,Whole Wheat,internal_temp_c,90.8,fail,Color inconsistency,90.8
QC_506222,2025-03-03 10:56:32,BATCH_14074,Soft White,internal_temp_c,98.27,pass,,98.27
QC_500787,2025-05-28 16:46:26,BATCH_12262,High Energy White,texture_score,5.97,pass,,5.97
QC_503332,2025-04-27 06:59:55,BATCH_13110,Wholegrain Brown,internal_temp_c,100.19,fail,Color inconsistency,100.19
QC_517767,2025-05-24 23:23:35,BATCH_17922,Family Loaf,moisture_percent,34.44,pass,,34.44
QC_506008,2025-04-10 10:02:27,BATCH_14002,High Energy White,internal_temp_c,97.1,pass,,97.1
QC_515123,2025-07-24 06:57:16,BATCH_17041,Soft White,texture_score,6.56,pass,,6.56
QC_508334,2025-04-26 04:57:01,BATCH_14778,Wholegrain Brown,slice_uniformity_mm,6.74,fail,Above tolerance range,6.74
QC_516976,2025-02-22 19:44:30,BATCH_17658,High Energy White,texture_score,-0.25,fail,Seal issue detected,-0.25
QC_511472,2025-03-09 19:16:44,BATCH_15824,Family Loaf,crust_color_level,2.16,pass,,2.16
QC_512507,2025-05-03 02:09:00,BATCH_16169,Wholegrain Brown,internal_temp_c,97.32,pass,,97.32
QC_514543,2025-07-21 09:53:09,BATCH_16847,High Energy Brown,moisture_percent,34.88,pass,,34.88
QC_514452,2025-03-15 09:54:29,BATCH_16817,Family Loaf,slice_uniformity_mm,3.72,pass,,3.72
QC_511620,2025-06-06 13:53:54,BATCH_15873,Seed Loaf,slice_uniformity_mm,7.39,fail,Color inconsistency,7.39
QC_500515,2025-06-12 04:22:18,BATCH_12171,Wholegrain Brown,weight_grams,720.04,fail,Below expected tolerance,720.04
QC_500478,2025-05-14 04:11:45,BATCH_12159,High Energy White,moisture_percent,36.76,pass,,36.76
QC_504476,2025-04-04 17:58:52,BATCH_13492,Wholegrain Brown,slice_uniformity_mm,6.27,fail,Internal temperature deviation,6.27
QC_509971,2025-02-15 05:18:49,BATCH_15323,Seed Loaf,weight_grams,679.35,fail,Above tolerance range,679.35
QC_510839,2025-03-18 18:15:42,BATCH_15613,High Energy White,internal_temp_c,93.54,pass,,93.54
QC_516418,2025-01-20 04:23:07,BATCH_17472,Family Loaf,internal_temp_c,92.48,fail,Below expected tolerance,92.48
QC_511800,2025-07-26 03:08:35,BATCH_15933,High Energy White,internal_temp_c,93.52,pass,,93.52
QC_506899,2025-05-29 19:50:21,BATCH_14299,High Energy Brown,package_seal_strength,96.04,pass,,96.04
QC_513010,2025-03-10 06:35:31,BATCH_16336,High Energy White,package_seal_strength,103.95,pass,,103.95
QC_501033,2025-07-16 05:23:51,BATCH_12344,Soft White,internal_temp_c,91.16,fail,Internal temperature deviation,91.16
QC_512447,2025-07-27 17:41:04,BATCH_16149,Soft White,package_seal_strength,110.64,pass,,110.64
QC_502598,2025-03-29 18:29:14,BATCH_12866,Seed Loaf,crust_color_level,3.67,pass,,3.67
QC_501514,2025-06-26 00:45:00,BATCH_12504,Wholegrain Brown,moisture_percent,40.52,fail,Internal temperature deviation,40.52
QC_506191,2025-07-04 05:47:04,BATCH_14063,Seed Loaf,slice_uniformity_mm,3.51,pass,,3.51
QC_516898,2025-01-10 01:39:26,BATCH_17632,High Energy White,package_seal_strength,93.14,pass,,93.14
QC_507237,2025-03-22 06:08:26,BATCH_14412,Whole Wheat,weight_grams,712.04,pass,,712.04
QC_505753,2025-04-04 08:03:40,BATCH_13917,High Energy White,crust_color_level,4.28,pass,,4.28
QC_513560,2025-05-17 04:16:28,BATCH_16520,Wholegrain Brown,crust_color_level,3.73,pass,,3.73
QC_516835,2025-03-06 08:27:48,BATCH_17611,Seed Loaf,package_seal_strength,110.68,pass,,110.68
QC_508236,2025-07-10 06:27:00,BATCH_14745,Soft White,slice_uniformity_mm,2.29,pass,,2.29
QC_508536,2025-02-15 02:49:50,BATCH_14845,High Energy Brown,texture_score,3.34,pass,,3.34
QC_505521,2025-04-04 22:54:14,BATCH_13840,Soft White,weight_grams,684.25,pass,,684.25
QC_501462,2025-01-15 21:24:03,BATCH_12487,Wholegrain Brown,texture_score,11.69,fail,Below expected tolerance,11.69
QC_507915,2025-07-10 10:57:22,BATCH_14638,Wholegrain Brown,texture_score,2.87,pass,,2.87
QC_501871,2025-07-13 21:08:49,BATCH_12623,High Energy White,crust_color_level,2.51,pass,,2.51
QC_513449,2025-04-04 00:55:08,BATCH_16483,Family Loaf,texture_score,0.07,fail,Seal issue detected,0.07
QC_516519,2025-03-12 18:49:22,BATCH_17506,High Energy Brown,moisture_percent,29.36,fail,Seal issue detected,29.36
QC_507209,2025-07-19 16:26:51,BATCH_14403,Soft White,package_seal_strength,83.04,pass,,83.04
QC_509856,2025-02-11 03:50:10,BATCH_15285,High Energy White,slice_uniformity_mm,-0.27,fail,Internal temperature deviation,-0.27
QC_511080,2025-07-19 13:21:18,BATCH_15693,Seed Loaf,internal_temp_c,95.26,pass,,95.26
QC_513453,2025-06-30 22:50:02,BATCH_16484,Family Loaf,package_seal_strength,102.62,pass,,102.62
QC_507349,2025-07-15 06:44:04,BATCH_14449,Soft White,weight_grams,686.62,pass,,686.62
QC_504623,2025-05-04 00:56:32,BATCH_13541,Family Loaf,weight_grams,708.77,pass,,708.77
QC_512630,2025-03-22 05:49:33,BATCH_16210,Family Loaf,weight_grams,715.43,pass,,715.43
QC_504818,2025-02-12 05:00:04,BATCH_13606,Whole Wheat,package_seal_strength,78.83,fail,Above tolerance range,78.83
QC_500220,2025-07-05 12:51:28,BATCH_12073,High Energy White,texture_score,9.91,pass,,9.91
QC_509953,2025-07-09 05:01:44,BATCH_15317,Soft White,moisture_percent,41.04,fail,Color inconsistency,41.04
QC_516550,2025-04-17 08:56:57,BATCH_17516,Family Loaf,internal_temp_c,98.24,pass,,98.24
QC_511389,2025-07-23 17:43:18,BATCH_15796,High Energy Brown,moisture_percent,32.07,pass,,32.07
QC_512036,2025-07-22 20:18:28,BATCH_16012,Seed Loaf,weight_grams,679.09,fail,Above tolerance range,679.09
QC_502476,2025-04-28 18:32:09,BATCH_12825,Soft White,moisture_percent,34.27,pass,,34.27
QC_504248,2025-06-17 09:48:07,BATCH_13416,Wholegrain Brown,weight_grams,697.57,pass,,697.57
QC_515324,2025-03-03 01:46:16,BATCH_17108,Wholegrain Brown,crust_color_level,3.95,pass,,3.95
QC_517348,2025-01-31 00:17:30,BATCH_17782,Seed Loaf,texture_score,1.96,pass,,1.96
QC_510941,2025-06-18 23:45:19,BATCH_15647,Family Loaf,texture_score,6.22,pass,,6.22
QC_516617,2025-03-04 00:31:39,BATCH_17539,Seed Loaf,crust_color_level,1.87,pass,,1.87
QC_506487,2025-04-07 10:45:00,BATCH_14162,Soft White,moisture_percent,35.32,pass,,35.32
QC_512578,2025-01-28 21:16:49,BATCH_16192,Wholegrain Brown,crust_color_level,3.39,pass,,3.39
QC_510099,2025-04-20 16:39:31,BATCH_15366,Family Loaf,internal_temp_c,90.52,fail,Seal issue detected,90.52
QC_514554,2025-05-15 00:00:00,BATCH_16851,Family Loaf,slice_uniformity_mm,0.16,fail,Seal issue detected,0.16
QC_512983,2025-04-10 01:39:16,BATCH_16327,High Energy Brown,crust_color_level,7.05,fail,Color inconsistency,7.05
QC_505650,2025-06-13 08:30:03,BATCH_13883,Family Loaf,moisture_percent,33.72,pass,,33.72
QC_517295,2025-02-18 17:04:54,BATCH_17765,Whole Wheat,weight_grams,721.91,fail,Above tolerance range,721.91
QC_514479,2025-03-22 06:06:06,BATCH_16826,High Energy Brown,internal_temp_c,90.98,fail,Seal issue detected,90.98
QC_508052,2025-06-26 07:07:48,BATCH_14684,Soft White,internal_temp_c,101.43,fail,Color inconsistency,101.43
QC_517379,2025-07-29 23:11:20,BATCH_17793,Family Loaf,crust_color_level,-1.17,fail,Internal temperature deviation,-1.17
QC_502881,2025-03-17 08:47:14,BATCH_12960,High Energy White,internal_temp_c,93.89,pass,,93.89
QC_501677,2025-03-06 09:01:07,BATCH_12559,Seed Loaf,crust_color_level,5.72,fail,Seal issue detected,5.72
QC_511931,2025-03-12 13:31:36,BATCH_15977,High Energy White,package_seal_strength,93.36,pass,,93.36
QC_506060,2025-05-25 04:46:59,BATCH_14020,Wholegrain Brown,texture_score,10.81,fail,Above tolerance range,10.81
QC_500901,2025-02-06 18:43:45,BATCH_12300,Wholegrain Brown,crust_color_level,0.96,fail,Below expected tolerance,0.96
QC_515303,2025-04-08 02:13:43,BATCH_17101,Family Loaf,internal_temp_c,91.58,fail,Internal temperature deviation,91.58
QC_507164,2025-04-09 12:35:58,BATCH_14388,Soft White,internal_temp_c,93.16,pass,,93.16
QC_502296,2025-04-14 04:02:22,BATCH_12765,Wholegrain Brown,slice_uniformity_mm,4.34,pass,,4.34
QC_511785,2025-05-25 05:20:58,BATCH_15928,Seed Loaf,slice_uniformity_mm,5.03,pass,,5.03
QC_508488,2025-07-03 11:01:38,BATCH_14829,Soft White,texture_score,1.24,pass,,1.24
QC_509713,2025-04-26 02:59:09,BATCH_15237,Wholegrain Brown,weight_grams,687.3,pass,,687.3
QC_512038,2025-07-22 20:18:28,BATCH_16012,Seed Loaf,slice_uniformity_mm,2.93,pass,,2.93
QC_511701,2025-04-03 16:48:12,BATCH_15900,Whole Wheat,weight_grams,714.6,pass,,714.6
QC_508219,2025-07-05 02:33:58,BATCH_14739,Soft White,crust_color_level,0.24,fail,Internal temperature deviation,0.24
QC_514825,2025-01-22 12:46:11,BATCH_16941,Soft White,moisture_percent,32.5,pass,,32.5
QC_506772,2025-02-12 02:30:20,BATCH_14257,Soft White,slice_uniformity_mm,2.05,pass,,2.05
QC_511440,2025-03-15 10:11:42,BATCH_15813,Family Loaf,weight_grams,691.9,pass,,691.9
QC_515864,2025-07-15 11:09:33,BATCH_17288,High Energy Brown,internal_temp_c,92.49,fail,Seal issue detected,92.49
QC_507257,2025-02-03 11:26:11,BATCH_14419,Whole Wheat,moisture_percent,38.94,pass,,38.94
QC_502580,2025-03-29 10:19:34,BATCH_12860,High Energy White,weight_grams,685.86,pass,,685.86
QC_507966,2025-06-13 21:45:20,BATCH_14655,Whole Wheat,crust_color_level,-0.29,fail,Color inconsistency,-0.29
QC_502156,2025-06-12 09:28:53,BATCH_12718,High Energy Brown,texture_score,7.82,pass,,7.82
QC_514880,2025-03-14 21:10:42,BATCH_16960,Wholegrain Brown,crust_color_level,4.07,pass,,4.07
QC_509562,2025-04-24 05:53:24,BATCH_15187,High Energy Brown,internal_temp_c,96.95,pass,,96.95
QC_517969,2025-06-05 12:00:30,BATCH_17989,High Energy White,internal_temp_c,100.68,fail,Color inconsistency,100.68
QC_510586,2025-01-21 06:36:37,BATCH_15528,Whole Wheat,texture_score,9.28,pass,,9.28
QC_513061,2025-07-03 09:26:27,BATCH_16353,Seed Loaf,internal_temp_c,100.76,fail,Internal temperature deviation,100.76
QC_512481,2025-06-29 04:20:15,BATCH_16160,Whole Wheat,package_seal_strength,100.06,pass,,100.06
QC_505254,2025-02-03 08:29:37,BATCH_13751,Wholegrain Brown,weight_grams,708.49,pass,,708.49
QC_500681,2025-04-23 20:10:36,BATCH_12227,Soft White,internal_temp_c,92.97,fail,Color inconsistency,92.97
QC_504530,2025-01-28 08:39:59,BATCH_13510,Family Loaf,weight_grams,685.59,pass,,685.59
QC_503159,2025-05-18 11:34:34,BATCH_13053,High Energy White,weight_grams,695.21,pass,,695.21
QC_514568,2025-06-25 21:07:00,BATCH_16856,Soft White,package_seal_strength,106.44,pass,,106.44
QC_502987,2025-07-09 06:51:26,BATCH_12995,Whole Wheat,package_seal_strength,96.76,pass,,96.76
QC_504908,2025-02-27 03:19:52,BATCH_13636,High Energy Brown,slice_uniformity_mm,3.38,pass,,3.38
QC_501882,2025-01-07 08:50:22,BATCH_12627,Seed Loaf,package_seal_strength,84.19,pass,,84.19
QC_513880,2025-07-12 18:24:25,BATCH_16626,High Energy Brown,weight_grams,702.59,pass,,702.59
QC_501940,2025-07-12 20:41:28,BATCH_12646,High Energy Brown,weight_grams,704.75,pass,,704.75
QC_503296,2025-03-08 00:16:34,BATCH_13098,Family Loaf,slice_uniformity_mm,5.82,pass,,5.82
QC_503534,2025-03-19 17:05:01,BATCH_13178,Soft White,internal_temp_c,95.92,pass,,95.92
QC_505974,2025-05-10 18:19:56,BATCH_13991,Wholegrain Brown,internal_temp_c,96.67,pass,,96.67
QC_503729,2025-02-07 08:57:08,BATCH_13243,Seed Loaf,slice_uniformity_mm,5.66,pass,,5.66
QC_500490,2025-03-18 11:54:40,BATCH_12163,Seed Loaf,moisture_percent,37.47,pass,,37.47
QC_505708,2025-06-03 18:10:04,BATCH_13902,Seed Loaf,moisture_percent,38.05,pass,,38.05
QC_501181,2025-07-17 02:11:48,BATCH_12393,Seed Loaf,slice_uniformity_mm,7.77,fail,Above tolerance range,7.77
QC_501375,2025-01-03 06:56:15,BATCH_12458,Soft White,moisture_percent,28.66,fail,Above tolerance range,28.66
QC_505014,,BATCH_13671,Whole Wheat,package_seal_strength,119.65,pass,,119.65
QC_500626,2025-07-22 03:09:52,BATCH_12208,Wholegrain Brown,internal_temp_c,94.76,pass,,94.76
QC_504758,2025-05-05 18:58:21,BATCH_13586,High Energy Brown,weight_grams,717.78,pass,,717.78
QC_510304,2025-05-01 22:58:15,BATCH_15434,Family Loaf,crust_color_level,-1.12,fail,Internal temperature deviation,-1.12
QC_514013,2025-02-08 19:48:33,BATCH_16671,Soft White,internal_temp_c,99.65,fail,Color inconsistency,99.65
QC_515336,2025-04-29 01:52:41,BATCH_17112,High Energy White,slice_uniformity_mm,4.0,pass,,4.0
QC_514669,2025-07-04 17:21:24,BATCH_16889,Family Loaf,package_seal_strength,116.12,pass,,116.12
QC_514684,2025-07-16 22:53:44,BATCH_16894,Family Loaf,package_seal_strength,105.24,pass,,105.24
QC_504180,2025-01-31 17:46:11,BATCH_13393,Soft White,moisture_percent,32.46,pass,,32.46
QC_515148,2025-03-15 07:09:21,BATCH_17049,High Energy White,slice_uniformity_mm,-0.43,fail,Above tolerance range,-0.43
QC_511741,2025-01-16 06:00:21,BATCH_15913,Wholegrain Brown,weight_grams,681.27,pass,,681.27
QC_516449,2025-01-06 00:03:04,BATCH_17483,Whole Wheat,moisture_percent,40.17,fail,Internal temperature deviation,40.17
QC_502887,2025-04-14 21:36:13,BATCH_12962,Wholegrain Brown,package_seal_strength,103.92,pass,,103.92
