batch_id,sku,parameter,fail_count,mean_value,min_value,max_value,notes_sample
BATCH_12028,Seed Loaf,moisture_percent,1,29.76,29.76,29.76,Seal issue detected
BATCH_15457,Whole Wheat,internal_temp_c,1,100.68,100.68,100.68,Above tolerance range
BATCH_15457,Whole Wheat,texture_score,1,-0.23,-0.23,-0.23,Internal temperature deviation
BATCH_15459,High Energy White,crust_color_level,1,-0.09,-0.09,-0.09,Above tolerance range
BATCH_12030,Whole Wheat,moisture_percent,1,29.29,29.29,29.29,Color inconsistency
BATCH_15463,Family Loaf,crust_color_level,1,-1.36,-1.36,-1.36,Above tolerance range
BATCH_15463,Family Loaf,internal_temp_c,1,99.3,99.3,99.3,Below expected tolerance
BATCH_15463,Family Loaf,slice_uniformity_mm,1,0.89,0.89,0.89,Seal issue detected
BATCH_15465,Soft White,crust_color_level,1,0.57,0.57,0.57,Below expected tolerance
BATCH_15466,Soft White,texture_score,1,-0.63,-0.63,-0.63,Above tolerance range
BATCH_15468,Whole Wheat,crust_color_level,1,7.22,7.22,7.22,Color inconsistency
BATCH_15469,Wholegrain Brown,slice_uniformity_mm,1,0.22,0.22,0.22,Internal temperature deviation
BATCH_15469,Wholegrain Brown,texture_score,1,-0.74,-0.74,-0.74,Seal issue detected
BATCH_15470,Whole Wheat,crust_color_level,1,7.18,7.18,7.18,Color inconsistency
BATCH_15471,Seed Loaf,crust_color_level,1,6.47,6.47,6.47,Internal temperature deviation
BATCH_15473,Seed Loaf,crust_color_level,1,-1.06,-1.06,-1.06,Above tolerance range
BATCH_15473,Seed Loaf,weight_grams,1,722.22,722.22,722.22,Seal issue detected
BATCH_15474,Family Loaf,crust_color_level,1,5.71,5.71,5.71,Below expected tolerance
BATCH_15474,Family Loaf,package_seal_strength,1,77.77,77.77,77.77,Below expected tolerance
BATCH_15475,Seed Loaf,crust_color_level,1,0.68,0.68,0.68,Above tolerance range
BATCH_15476,Family Loaf,crust_color_level,1,0.41,0.41,0.41,Above tolerance range
BATCH_15477,High Energy Brown,texture_score,1,12.48,12.48,12.48,Seal issue detected
BATCH_15479,Wholegrain Brown,internal_temp_c,1,92.32,92.32,92.32,Seal issue detected
BATCH_15480,High Energy Brown,texture_score,1,11.56,11.56,11.56,Above tolerance range
BATCH_15481,High Energy Brown,moisture_percent,1,30.28,30.28,30.28,Above tolerance range
BATCH_15483,High Energy White,internal_temp_c,1,92.02,92.02,92.02,Color inconsistency
BATCH_12031,Seed Loaf,crust_color_level,1,-0.24,-0.24,-0.24,Above tolerance range
BATCH_15484,High Energy Brown,texture_score,1,-1.37,-1.37,-1.37,Seal issue detected
BATCH_15485,High Energy Brown,crust_color_level,1,-0.98,-0.98,-0.98,Seal issue detected
BATCH_15488,Family Loaf,crust_color_level,1,7.44,7.44,7.44,Above tolerance range
BATCH_12032,Wholegrain Brown,package_seal_strength,1,78.16,78.16,78.16,Below expected tolerance
BATCH_15491,Soft White,internal_temp_c,1,92.36,92.36,92.36,Internal temperature deviation
BATCH_15492,Family Loaf,internal_temp_c,1,91.99,91.99,91.99,Color inconsistency
BATCH_15493,Family Loaf,internal_temp_c,1,90.7,90.7,90.7,Seal issue detected
BATCH_15493,Family Loaf,moisture_percent,1,30.22,30.22,30.22,Seal issue detected
BATCH_15494,Wholegrain Brown,crust_color_level,1,-0.26,-0.26,-0.26,Internal temperature deviation
BATCH_15494,Wholegrain Brown,texture_score,1,0.84,0.84,0.84,Seal issue detected
BATCH_15495,Soft White,package_seal_strength,1,79.3,79.3,79.3,Seal issue detected
BATCH_15497,Wholegrain Brown,crust_color_level,1,5.06,5.06,5.06,Color inconsistency
BATCH_15498,High Energy White,texture_score,1,11.45,11.45,11.45,Internal temperature deviation
BATCH_15499,Whole Wheat,crust_color_level,1,5.24,5.24,5.24,Internal temperature deviation
BATCH_15500,Seed Loaf,crust_color_level,1,-1.19,-1.19,-1.19,Internal temperature deviation
BATCH_15500,Seed Loaf,texture_score,1,11.29,11.29,11.29,Internal temperature deviation
BATCH_15501,High Energy White,slice_uniformity_mm,1,6.7,6.7,6.7,Above tolerance range
BATCH_15503,Whole Wheat,crust_color_level,1,-0.59,-0.59,-0.59,Below expected tolerance
BATCH_15503,Whole Wheat,weight_grams,1,721.39,721.39,721.39,Color inconsistency
BATCH_12032,Wholegrain Brown,texture_score,1,-0.13,-0.13,-0.13,Internal temperature deviation
BATCH_15505,High Energy White,moisture_percent,1,28.55,28.55,28.55,Below expected tolerance
BATCH_15507,High Energy Brown,internal_temp_c,1,100.83,100.83,100.83,
BATCH_15508,High Energy Brown,slice_uniformity_mm,1,0.95,0.95,0.95,Seal issue detected
BATCH_15510,High Energy Brown,crust_color_level,1,-0.98,-0.98,-0.98,Internal temperature deviation
BATCH_15511,Family Loaf,internal_temp_c,1,91.24,91.24,91.24,Internal temperature deviation
BATCH_15511,Family Loaf,moisture_percent,1,41.34,41.34,41.34,Above tolerance range
BATCH_12034,Soft White,crust_color_level,1,0.89,0.89,0.89,Seal issue detected
BATCH_15513,Seed Loaf,package_seal_strength,1,121.08,121.08,121.08,Seal issue detected
BATCH_15514,Whole Wheat,crust_color_level,1,0.24,0.24,0.24,Internal temperature deviation
BATCH_15515,High Energy Brown,moisture_percent,1,39.63,39.63,39.63,Seal issue detected
BATCH_15516,Family Loaf,crust_color_level,1,-0.75,-0.75,-0.75,Seal issue detected
BATCH_15516,Family Loaf,texture_score,1,-0.67,-0.67,-0.67,Above tolerance range
BATCH_15516,Family Loaf,weight_grams,1,677.83,677.83,677.83,Seal issue detected
BATCH_15517,High Energy White,internal_temp_c,1,100.41,100.41,100.41,Seal issue detected
BATCH_15518,Whole Wheat,internal_temp_c,1,100.27,100.27,100.27,Color inconsistency
BATCH_15518,Whole Wheat,texture_score,1,11.76,11.76,11.76,Color inconsistency
BATCH_15519,Soft White,crust_color_level,1,0.97,0.97,0.97,Below expected tolerance
BATCH_15520,Wholegrain Brown,texture_score,1,10.48,10.48,10.48,Color inconsistency
BATCH_15523,Seed Loaf,internal_temp_c,1,90.55,90.55,90.55,Above tolerance range
BATCH_12036,Soft White,moisture_percent,1,29.15,29.15,29.15,Seal issue detected
BATCH_15525,Wholegrain Brown,internal_temp_c,1,99.41,99.41,99.41,Color inconsistency
BATCH_15525,Wholegrain Brown,moisture_percent,1,40.96,40.96,40.96,Seal issue detected
BATCH_15525,Wholegrain Brown,weight_grams,1,679.55,679.55,679.55,Internal temperature deviation
BATCH_15526,High Energy Brown,crust_color_level,1,-0.95,-0.95,-0.95,Below expected tolerance
BATCH_15527,Whole Wheat,moisture_percent,1,41.28,41.28,41.28,Color inconsistency
BATCH_15529,Whole Wheat,moisture_percent,1,39.21,39.21,39.21,Seal issue detected
BATCH_15530,Seed Loaf,crust_color_level,1,-0.29,-0.29,-0.29,Color inconsistency
BATCH_12037,Seed Loaf,moisture_percent,1,40.99,40.99,40.99,Below expected tolerance
BATCH_15532,High Energy White,internal_temp_c,1,101.37,101.37,101.37,Below expected tolerance
BATCH_15533,Seed Loaf,slice_uniformity_mm,1,8.08,8.08,8.08,Internal temperature deviation
BATCH_12040,High Energy White,crust_color_level,1,-0.32,-0.32,-0.32,Color inconsistency
BATCH_15534,High Energy White,texture_score,1,10.1,10.1,10.1,Internal temperature deviation
BATCH_15535,High Energy White,internal_temp_c,1,92.12,92.12,92.12,Below expected tolerance
BATCH_12041,Wholegrain Brown,internal_temp_c,1,100.72,100.72,100.72,Below expected tolerance
BATCH_15537,Wholegrain Brown,weight_grams,1,679.34,679.34,679.34,Below expected tolerance
BATCH_15539,Soft White,texture_score,1,11.09,11.09,11.09,Color inconsistency
BATCH_15540,High Energy Brown,weight_grams,1,677.67,677.67,677.67,Internal temperature deviation
BATCH_15544,Family Loaf,internal_temp_c,1,92.32,92.32,92.32,Seal issue detected
BATCH_15545,Family Loaf,crust_color_level,1,0.23,0.23,0.23,Below expected tolerance
BATCH_15546,Whole Wheat,internal_temp_c,1,91.51,91.51,91.51,Internal temperature deviation
BATCH_15546,Whole Wheat,slice_uniformity_mm,1,7.73,7.73,7.73,Below expected tolerance
BATCH_15547,Wholegrain Brown,internal_temp_c,1,99.07,99.07,99.07,Seal issue detected
BATCH_15548,High Energy White,package_seal_strength,1,78.55,78.55,78.55,Seal issue detected
BATCH_15549,High Energy Brown,slice_uniformity_mm,1,0.8,0.8,0.8,Seal issue detected
BATCH_15550,Seed Loaf,slice_uniformity_mm,1,6.95,6.95,6.95,Below expected tolerance
BATCH_15550,Seed Loaf,texture_score,1,-1.12,-1.12,-1.12,Above tolerance range
BATCH_15551,Soft White,internal_temp_c,1,99.56,99.56,99.56,Internal temperature deviation
BATCH_15551,Soft White,slice_uniformity_mm,1,6.81,6.81,6.81,Seal issue detected
BATCH_15552,Soft White,slice_uniformity_mm,1,7.5,7.5,7.5,Color inconsistency
BATCH_12041,Wholegrain Brown,texture_score,1,12.45,12.45,12.45,
BATCH_15554,Soft White,slice_uniformity_mm,1,-0.14,-0.14,-0.14,Seal issue detected
BATCH_15557,Whole Wheat,crust_color_level,1,0.01,0.01,0.01,Internal temperature deviation
BATCH_15559,Wholegrain Brown,moisture_percent,1,30.46,30.46,30.46,Internal temperature deviation
BATCH_15561,Seed Loaf,slice_uniformity_mm,1,6.6,6.6,6.6,Internal temperature deviation
BATCH_15562,Whole Wheat,crust_color_level,1,6.13,6.13,6.13,Below expected tolerance
BATCH_15564,Seed Loaf,moisture_percent,1,39.85,39.85,39.85,Below expected tolerance
BATCH_15567,Wholegrain Brown,internal_temp_c,1,90.99,90.99,90.99,Seal issue detected
BATCH_15568,Seed Loaf,crust_color_level,1,6.26,6.26,6.26,Above tolerance range
BATCH_15569,Family Loaf,slice_uniformity_mm,1,0.41,0.41,0.41,Above tolerance range
BATCH_15570,High Energy Brown,slice_uniformity_mm,1,7.1,7.1,7.1,Color inconsistency
BATCH_15571,Wholegrain Brown,slice_uniformity_mm,1,7.65,7.65,7.65,Color inconsistency
BATCH_15572,Seed Loaf,slice_uniformity_mm,1,7.39,7.39,7.39,Above tolerance range
BATCH_15573,Soft White,moisture_percent,1,41.13,41.13,41.13,Color inconsistency
BATCH_15574,Soft White,internal_temp_c,1,100.27,100.27,100.27,Below expected tolerance
BATCH_15574,Soft White,slice_uniformity_mm,1,7.78,7.78,7.78,Below expected tolerance
BATCH_15575,High Energy Brown,crust_color_level,1,-0.48,-0.48,-0.48,Seal issue detected
BATCH_15575,High Energy Brown,slice_uniformity_mm,1,6.64,6.64,6.64,Below expected tolerance
BATCH_15577,Family Loaf,texture_score,1,-0.75,-0.75,-0.75,Above tolerance range
BATCH_15579,Whole grain Brown,internal_temp_c,1,90.77,90.77,90.77,Above tolerance range
BATCH_15580,Whole Wheat,crust_color_level,1,0.46,0.46,0.46,Above tolerance range
BATCH_15580,Whole Wheat,internal_temp_c,1,99.46,99.46,99.46,Below expected tolerance
BATCH_15581,Seed Loaf,slice_uniformity_mm,1,1.37,1.37,1.37,Below expected tolerance
BATCH_15582,High Energy White,texture_score,1,11.73,11.73,11.73,Color inconsistency
BATCH_15583,Whole Wheat,crust_color_level,1,7.16,7.16,7.16,Above tolerance range
BATCH_15583,Whole Wheat,slice_uniformity_mm,1,0.83,0.83,0.83,Seal issue detected
BATCH_15584,Whole Wheat,moisture_percent,1,30.28,30.28,30.28,Below expected tolerance
BATCH_15585,Whole Wheat,weight_grams,1,722.32,722.32,722.32,Above tolerance range
BATCH_15586,Whole Wheat,internal_temp_c,1,91.26,91.26,91.26,Color inconsistency
BATCH_15586,Whole Wheat,slice_uniformity_mm,1,6.15,6.15,6.15,Internal temperature deviation
BATCH_15587,Family Loaf,crust_color_level,1,-1.28,-1.28,-1.28,Seal issue detected
BATCH_12042,Seed Loaf,moisture_percent,1,39.93,39.93,39.93,Color inconsistency
BATCH_15589,Whole Wheat,moisture_percent,1,40.48,40.48,40.48,Seal issue detected
BATCH_15589,Whole Wheat,texture_score,1,0.11,0.11,0.11,Below expected tolerance
BATCH_15591,Soft White,internal_temp_c,1,100.3,100.3,100.3,Below expected tolerance
BATCH_15594,Wholegrain Brown,internal_temp_c,1,90.78,90.78,90.78,Above tolerance range
BATCH_15595,Wholegrain Brown,weight_grams,1,721.2,721.2,721.2,Below expected tolerance
BATCH_15596,Family Loaf,slice_uniformity_mm,1,-0.23,-0.23,-0.23,Internal temperature deviation
BATCH_15598,Seed Loaf,moisture_percent,1,28.52,28.52,28.52,Color inconsistency
BATCH_15599,Whole Wheat,crust_color_level,1,6.74,6.74,6.74,Color inconsistency
BATCH_15599,Whole Wheat,moisture_percent,1,30.25,30.25,30.25,Above tolerance range
BATCH_15602,Seed Loaf,slice_uniformity_mm,1,-0.35,-0.35,-0.35,Seal issue detected
BATCH_15603,Whole Wheat,crust_color_level,1,-0.42,-0.42,-0.42,Color inconsistency
BATCH_15604,High Energy Brown,internal_temp_c,1,91.19,91.19,91.19,Color inconsistency
BATCH_15605,High Energy White,crust_color_level,1,6.44,6.44,6.44,Above tolerance range
BATCH_15605,High Energy White,package_seal_strength,1,79.86,79.86,79.86,Internal temperature deviation
BATCH_15608,High Energy White,crust_color_level,1,6.16,6.16,6.16,Color inconsistency
BATCH_15608,High Energy White,slice_uniformity_mm,1,1.14,1.14,1.14,Seal issue detected
BATCH_15609,Family Loaf,internal_temp_c,1,90.53,90.53,90.53,Above tolerance range
BATCH_15609,Family Loaf,moisture_percent,1,28.84,28.84,28.84,Internal temperature deviation
BATCH_15611,Family Loaf,internal_temp_c,1,99.07,99.07,99.07,Color inconsistency
BATCH_15612,Seed Loaf,weight_grams,1,720.55,720.55,720.55,Below expected tolerance
BATCH_15613,High Energy White,slice_uniformity_mm,1,6.15,6.15,6.15,Below expected tolerance
BATCH_15614,High Energy White,internal_temp_c,1,91.52,91.52,91.52,Color inconsistency
BATCH_15614,High Energy White,slice_uniformity_mm,1,6.54,6.54,6.54,Seal issue detected
BATCH_15614,High Energy White,texture_score,1,10.11,10.11,10.11,Above tolerance range
BATCH_15615,Seed Loaf,moisture_percent,1,30.24,30.24,30.24,Below expected tolerance
BATCH_15618,Soft White,crust_color_level,1,7.19,7.19,7.19,Below expected tolerance
BATCH_15618,Soft White,internal_temp_c,1,92.77,92.77,92.77,Below expected tolerance
BATCH_15618,Soft White,moisture_percent,1,29.8,29.8,29.8,Internal temperature deviation
BATCH_15619,High Energy White,moisture_percent,1,40.7,40.7,40.7,Color inconsistency
BATCH_15620,Whole Wheat,crust_color_level,1,5.69,5.69,5.69,Below expected tolerance
BATCH_15620,Whole Wheat,moisture_percent,1,40.79,40.79,40.79,Below expected tolerance
BATCH_15624,Family Loaf,slice_uniformity_mm,1,0.15,0.15,0.15,Color inconsistency
BATCH_15624,Family Loaf,weight_grams,1,678.05,678.05,678.05,Below expected tolerance
BATCH_15625,Soft White,weight_grams,1,720.65,720.65,720.65,Seal issue detected
BATCH_15626,Whole Wheat,slice_uniformity_mm,1,7.98,7.98,7.98,Below expected tolerance
BATCH_15627,High Energy White,slice_uniformity_mm,1,0.36,0.36,0.36,Color inconsistency
BATCH_15629,Soft White,crust_color_level,1,6.54,6.54,6.54,Above tolerance range
BATCH_15629,Soft White,moisture_percent,1,41.28,41.28,41.28,Seal issue detected
BATCH_15630,High Energy Brown,moisture_percent,1,41.39,41.39,41.39,Above tolerance range
BATCH_15631,Family Loaf,texture_score,1,0.33,0.33,0.33,Above tolerance range
BATCH_15632,Soft White,slice_uniformity_mm,1,6.15,6.15,6.15,Below expected tolerance
BATCH_15633,Seed Loaf,internal_temp_c,1,92.8,92.8,92.8,Internal temperature deviation
BATCH_15633,Seed Loaf,slice_uniformity_mm,1,1.07,1.07,1.07,Above tolerance range
BATCH_15634,Seed Loaf,crust_color_level,1,7.1,7.1,7.1,Below expected tolerance
BATCH_15635,High Energy White,internal_temp_c,1,99.66,99.66,99.66,Seal issue detected
BATCH_15637,Family Loaf,moisture_percent,1,30.75,30.75,30.75,Internal temperature deviation
BATCH_15638,Whole Wheat,crust_color_level,1,5.25,5.25,5.25,Seal issue detected
BATCH_15638,Whole Wheat,texture_score,1,11.81,11.81,11.81,Above tolerance range
BATCH_15640,High Energy White,crust_color_level,1,6.01,6.01,6.01,Below expected tolerance
BATCH_15641,High Energy White,slice_uniformity_mm,1,1.1,1.1,1.1,
BATCH_15642,Soft White,crust_color_level,1,7.14,7.14,7.14,Color inconsistency
BATCH_15643,Whole Wheat,texture_score,1,-0.65,-0.65,-0.65,Seal issue detected
BATCH_15644,High Energy White,internal_temp_c,1,92.25,92.25,92.25,Seal issue detected
BATCH_15645,Family Loaf,internal_temp_c,1,100.66,100.66,100.66,Seal issue detected
BATCH_15645,Family Loaf,slice_uniformity_mm,1,1.6,1.6,1.6,Above tolerance range
BATCH_15646,Seed Loaf,slice_uniformity_mm,1,7.83,7.83,7.83,Above tolerance range
BATCH_15648,Whole Wheat,package_seal_strength,1,122.04,122.04,122.04,Seal issue detected
BATCH_15648,Whole Wheat,texture_score,1,0.61,0.61,0.61,Below expected tolerance
BATCH_15649,High Energy Brown,crust_color_level,1,7.06,7.06,7.06,Internal temperature deviation
BATCH_15651,Whole Wheat,crust_color_level,1,0.72,0.72,0.72,Internal temperature deviation
BATCH_15653,Family Loaf,internal_temp_c,1,99.96,99.96,99.96,Internal temperature deviation
BATCH_15653,Family Loaf,slice_uniformity_mm,1,0.19,0.19,0.19,Below expected tolerance
BATCH_15655,Soft White,crust_color_level,1,5.76,5.76,5.76,Seal issue detected
BATCH_15656,Wholegrain Brown,slice_uniformity_mm,1,0.99,0.99,0.99,Below expected tolerance
BATCH_15657,Wholegrain Brown,slice_uniformity_mm,1,1.98,1.98,1.98,Above tolerance range
BATCH_12043,High Energy White,texture_score,1,12.27,12.27,12.27,Internal temperature deviation
BATCH_15658,Soft White,crust_color_level,1,5.55,5.55,5.55,Internal temperature deviation
BATCH_15658,Soft White,weight_grams,1,721.56,721.56,721.56,Color inconsistency
BATCH_15660,Seed Loaf,crust_color_level,1,6.08,6.08,6.08,Color inconsistency
BATCH_15661,High Energy Brown,slice_uniformity_mm,1,7.88,7.88,7.88,Internal temperature deviation
BATCH_15662,Whole Wheat,internal_temp_c,1,90.62,90.62,90.62,Seal issue detected
BATCH_15662,Whole Wheat,texture_score,1,10.35,10.35,10.35,Below expected tolerance
BATCH_15663,Whole Wheat,moisture_percent,1,30.86,30.86,30.86,Seal issue detected
BATCH_15663,Whole Wheat,slice_uniformity_mm,1,7.7,7.7,7.7,Color inconsistency
BATCH_15664,Seed Loaf,slice_uniformity_mm,1,-0.27,-0.27,-0.27,Internal temperature deviation
BATCH_15665,High Energy Brown,crust_color_level,1,-0.53,-0.53,-0.53,Color inconsistency
BATCH_15665,High Energy Brown,texture_score,1,0.05,0.05,0.05,Below expected tolerance
BATCH_15666,Soft White,slice_uniformity_mm,1,1.72,1.72,1.72,Internal temperature deviation
BATCH_15667,Soft White,internal_temp_c,1,101.19,101.19,101.19,Above tolerance range
BATCH_15668,Wholegrain Brown,weight_grams,1,720.56,720.56,720.56,Color inconsistency
BATCH_15669,Seed Loaf,moisture_percent,1,39.23,39.23,39.23,Internal temperature deviation
BATCH_15670,Soft White,slice_uniformity_mm,1,0.06,0.06,0.06,Below expected tolerance
BATCH_15671,Soft White,internal_temp_c,1,100.5,100.5,100.5,Below expected tolerance
BATCH_15672,Whole Wheat,moisture_percent,1,39.53,39.53,39.53,Above tolerance range
BATCH_15674,Soft White,crust_color_level,1,6.74,6.74,6.74,
BATCH_15674,Soft White,slice_uniformity_mm,1,8.18,8.18,8.18,Internal temperature deviation
BATCH_15674,Soft White,texture_score,1,-0.95,-0.95,-0.95,Color inconsistency
BATCH_15675,High Energy Brown,moisture_percent,1,40.91,40.91,40.91,Above tolerance range
BATCH_15675,High Energy Brown,slice_uniformity_mm,1,7.91,7.91,7.91,Color inconsistency
BATCH_15676,Seed Loaf,internal_temp_c,1,100.27,100.27,100.27,Below expected tolerance
BATCH_15677,Whole Wheat,slice_uniformity_mm,1,0.37,0.37,0.37,Internal temperature deviation
BATCH_15678,Seed Loaf,crust_color_level,1,-0.97,-0.97,-0.97,Color inconsistency
BATCH_12044,Soft White,internal_temp_c,1,91.77,91.77,91.77,Below expected tolerance
BATCH_15682,Soft White,crust_color_level,1,6.16,6.16,6.16,Color inconsistency
BATCH_15682,Soft White,internal_temp_c,1,92.0,92.0,92.0,Seal issue detected
BATCH_15684,Seed Loaf,internal_temp_c,1,99.96,99.96,99.96,Above tolerance range
BATCH_15684,Seed Loaf,texture_score,1,-0.5,-0.5,-0.5,
